Эксплуатация воздушных судов и организация воздушного движения,25.05.05,,
Геодезия и дистанционное зондирование,21.03.03,"Геодезист – специалист в области метрики пространства. Собирает, в том числе во время исследований и экспедиций, информацию о поверхности Земли, ее недрах, объектах космического пространства. Фиксирует координатно-временную привязку объектов и явлений. Занимается съемкой местности посредством специального оборудования. Выстраивает цифровые и графические модели исследуемой поверхности. Участвует в изготовлении карт и планов. Создает и развивает специальные сети и системы, в том числе спутниковые.","Наиболее востребованы геодезисты в строительстве. Портрет успешного кандидата на должность – мужчина от 23 до 45 лет, с высшим образованием, опытом работы в строительстве от года и знанием специальных компьютерных программ. Соискатель, соответствующий этим требованиям, способный организовать и провести исследование местности предполагаемой застройки, зарабатывает от 40 до 60 тысяч рублей в месяц. Недавний выпускник вуза – 20–-25 тысяч рублей."
Землеустройство и кадастры,21.03.02,"Собирает и анализирует данные для проектов и схем землеустройства, градостроительства и планировки населенных мест. Занимает первичным техническим обоснованием целесообразности развития того или иного объекта. Разрабатывает проектную и техническую документацию по землеустройству и кадастрам. В случае работы в государственных надзорных органах, контролирует соответствие разработанных схем и проектов существующему законодательству и нормам. Участвует в проектно-изыскательных и топографо-геодезических работах.","Специалисты по землеустройству и кадастрам требуются как в государственные органы, так и в коммерческие фирмы, в основном проектировочные и строительные. Опытный специалист может рассчитывать на оклад в 40 тысяч рублей. Начинающий – на 25-30 тысяч. Начальник отдела или руководитель проекта – на 50 и более тысяч. Сейчас земельное законодательство активно развивается и дополняется, поэтому в ближайшее время популярность и востребованность профессии должна только расти."
Прикладная геодезия,21.05.01,,
Корабельное вооружение,17.03.01,"Специалисты по корабельному вооружению занимаются созданием и испытанием образцов и комплексов морской техники специального назначения. Работа у них чаще всего проходит под грифом «секретно», в связи с этим на выпускников направления накладываются определенные ограничения, в том числе визовые. Еще один вариант занятости бакалавров - техническое обслуживание и обеспечение безопасной эксплуатации специальной техники. В этом случае, специалисты приносят приказу и являются военнослужащими.","Этих «штучных» специалистов работодатели, как правило, ищут сами. В крупнейших технических вузах проходят своеобразные дни открытых дверей, на которых рассказывают о возможных вариантах трудоустройства. Часть специалистов продолжают научную карьеру и занимаются теоретическими науками, часть – уходит в прикладную сферу, например, на предприятия корабельно-строительной промышленности и в воинские части. Уровень зарплат определить довольно сложно. В зависимости от уникальности и опыта специалиста, доход может варьироваться от 20 до 100 тыс. руб. и более."
Кораблестроение, океанотехника и системотехника объектов морской инфраструктуры,26.03.02,"Выпускники направления трудятся на предприятиях судостроительной отрасли, в портах, на маяках, в рыболовецких хозяйствах и т.д.. Возможна работа по нескольким независимым профессиям: проектировщика кораблей или определенных узлов, инженера-системотехника, испытателя, специалиста по запуску и наладке судов и корабельной инфраструктуре. Многие бакалавры продолжают учебу и получают магистерскую и инженерную квалификацию. Работа зачастую проходит на открытом воздухе, в тяжелых условиях, поэтому одно из требований к специалистам — отменное здоровье.","Плохая новость для москвичей — работу в Центральном регионе выпускникам направления найти непросто. Большинство предприятий отрасли сосредоточено вблизи крупных водных пространств: на юге и на севере страны. Соответственно, переезды — практически обязательная составляющая профессии. На некоторых специальностях распространена работа вахтовым методом: несколько месяцев, чаще летних, рабочие, несколько — выходные. Уровень зарплат у кораблестроителей неоднородный. От 10–15 тысяч на судостроительных заводах, до 50 и более в частном судостроении (например, спортивных и круизных яхт)."
Применение и эксплуатация технических систем надводных кораблей и подводных лодок,26.05.04
Строительство, ремонт и поисково-спасательное обеспечение надводных кораблей и подводных лодок,26.05.03
Судовождение,26.05.05,,
Управление водным транспортом и гидрографическое обеспечение судоходства,26.03.01,"Профессия требует кропотливого труда, выпускнику предстоит заниматься производственно-технологической деятельностью во всех смыслах этого понятия: например, производить компьютеризированные устройства, отлаживать их работу и внедрять на предприятии. Некоторые выпускники решают посвятить себя научно-исследовательской деятельности и занимаются экспертизой оборудования и исследованиями. Специалист с таким дипломом может занимать и управленческую должность, ведь в программу обучения входят экономические и финансовые дисциплины.","Выпускник вуза без опыта работы может устроиться на работу помощником системного администратора или программиста. На первых порах он может рассчитывать на 10–20 тысяч рублей в месяц. Через некоторое время хороший специалист сможет заработать 30–40 тысяч рублей. При условии того что дельный программист может обслуживать несколько фирм и заниматься частными заказами, то его заработок поднимется до 50–60 тысяч рублей за месяц работы. Наконец, специалист-управленец, возглавляющий группу системных администраторов, зарабатывает в среднем 100–140 тысяч рублей."
Эксплуатация судового электрооборудования и средств автоматики,26.05.07,,
Эксплуатация судовых энергетических установок,26.05.06,,
Организация работы с молодежью,39.03.03,"«Властители дум» молодого поколения работают в государственных, муниципальных и коммерческих органах, специализирующихся на молодежной политике. Они готовят и проводят эмпирические исследования по молодежной проблематике. Организуют и планируют работу с молодыми людьми в различных сообществах. Отвечают за информационное обеспечение молодежи по вопросам реализации молодежной политики. Взаимодействуют с молодежными СМИ. Могут специализироваться на неформальных объединениях детей и подростков.","Основные места работы выпускников – различные комитеты по молодежной политике, комиссии по делам несовершеннолетних и защите их прав, социальные и реабилитационные центры, общественные объединения и фонды. Зарплата государственного и муниципального служащего начального звена составляет 20-25 тысяч рублей. Опытный рядовой специалист со стажем работы может рассчитывать на 35-40 тысяч рублей. Выше доход у руководителей подразделений."
Социальная работа,39.03.02,"Занимается социальным сопровождением граждан, нуждающихся в особой поддержке и заботе государства. В зависимости от выбранного профиля может работать в собесах, поликлиниках, школах, реабилитационных центрах. Хороший социальный работник знает о своих подопечных больше, чем родственники и друзья. Умеет оказать не только социальную, но и психологическую помощь. Обязательные качества — неравнодушие и сопереживание. Необходимые профессиональные знания — юридические, экономические и психологические","Вакансии социальных работников есть практически всегда. Дело в том, что при достаточно высокой эмоциональной отдаче и психологической нагрузке, уровень зарплат соцработников не велик: в среднем 15–20 тысяч рублей. Правда, и загрузка возможна частичная: несколько часов в день. Поэтому, чаще всего социальными работниками трудятся женщины предпенсионного возраста"
Социология,39.03.01,"Социологи работают в социологических службах коммерческих предприятий и организаций и в государственных органах федерального и муниципального уровня. Их задача — проведение социологических исследований различных уровней и типов. Они разрабатывают задачи исследования, руководят сбором информации, анализируют полученные данные. Из прикладных сфер больше всего социологи востребованы в маркетинге.","Начинающих социологов охотно привлекают на «полевые» работы. Еще в студенчестве они могут нарабатывать опыт в качестве интервьюеров. Специалист с высшим образованием и минимальным стажем может заниматься первичным анализом собранных данных. Средняя зарплата молодого социолога — 20–25 тысяч рублей. Достаточно распространен вариант работы по контракту: персонал набирается под конкретный проект. В этом случае за выполненную работу платят сдельно"
Нефтегазовое дело,21.03.01,"Одно из самых востребованных в России прикладных технологических направлений. Выпускники работают на предприятиях нефте- и газодобывающей и перерабатывающей сферы. В их обязанности входит ремонт, реконструкция и восстановление нефтяных и газовых скважин на суше и на море, эксплуатация и обслуживание технологического оборудования, используемого в отрасли, планирование и организация работы бригад рабочих на скважинах, контроль за соблюдением мер производственной безопасности и норм экологического законодательства.","Нефтяная и газовая промышленность – самая прибыльная сфера российской экономики. Уровень зарплат для «полевых» сотрудников, работающих на месторождениях, стартует с отметки в 40–50 тысяч рублей. Опытный прораб или руководитель бригады может рассчитывать на 70–90 тысяч рублей. Зарплаты в обрабатывающей промышленности также довольно высоки. Так, инженеры на предприятиях зарабатывают 60–80 тысяч. Главные инженеры – не менее 100 тысяч рублей. Правда, и конкуренция довольно высока: на быструю карьеру рассчитывать не стоит."
Прикладная геология,21.05.02,,
Технология геологической разведки,21.05.03,,
Физические процессы горного или нефтегазового производства,21.05.05,,
Агроинженерия,35.03.06,"Основные задачи специалиста – организовать эффективное использование сельскохозяйственной техники и технологического оборудования на предприятиях агропромышленного комплекса, поддержание постоянной работоспособности машин, монтаж, наладка и поддержание режимов работы электрифицированных и автоматизированных сельскохозяйственных технологических процессов и установок, ведение технической документации на вверенное оборудование. Чем конкретно предстоит заниматься выпускнику, во многом зависит от выбранного профиля."," для агроинженера в основном скрываются за пределами столицы. Максимально близкие к мегаполису вакансии – технологи и инженеры по обслуживанию оборудования в тепличных хозяйствах ближнего Подмосковья. Крупные агропромышленные холдинги предлагают оклады в 25–35 тысяч рублей. Небольшие хозяйства — 18–-20 тысяч. Главные механизаторы и инженеры зарабатывают 40–50 тысяч. В регионах заработные платы скромнее, но предложений больше. Высококвалифицированные инженеры иногда приглашаются в сельскохозяйственные регионы на специальных условиях."
Агрономия,35.03.04,"В современных условиях агрономы сочетают сразу две профессии: выступают не только в качестве ботаников, но и менеджеров. Они создают новые разновидности огородных, садовых и полевых растительных культур. Планируют, контролируют и совершенствуют производственный процесс во вверенном хозяйстве. Внедряют в сельское хозяйство новые технологии. Разрабатывают планы развития. В общем, контролируют процесс выращивания различных сельскохозяйственных культур, начиная от посевных работ и заканчивая подготовкой отчетной документации.","Заработная плата агронома в России невелика — 20–25 тысяч рублей. Более высокими доходами обладают сотрудники крупных агропромышленных холдингов, сельскохозяйственные мощности которых расположены в средней полосе и Черноземье. Начинающие специалисты часто работают по срочным трудовым договорам лишь в «высокий» летне-осенний сезон. В этот период в базах чаще всего появляется информация о вакансиях. Прямой карьерный рост возможен до позиции «главный агроном», некоторые специалисты успешно переквалифицируются в управляющих."
Агрохимия и агропочвоведение,35.03.03,"Достаточная универсальность подготовки позволяет гибко реагировать на требования рынка труда. Выпускники направления могут работать агрономами, экологами, агрохимиками, экспертами качества сельскохозяйственной и пищевой продукции, специалистами органов управления по рациональному использованию земельных ресурсов; специалистами по сертификации сельскохозяйственных объектов, почвоведами и др. Еще один вариант карьеры и самореализации — научно-исследовательская деятельность.","Сельское хозяйство испытывает устойчивый дефицит кадров. Востребованы агрохимики и почвоведы, главные специалисты и руководители (в том числе научные) сельскохозяйственных компаний. Набирает популярность профессия эколога. Стартовые зарплаты в отрасли невысоки: от 15–20 тысяч рублей в зависимости от региона. Но отсутствие полноценной конкуренции позволяет недавним выпускникам делать карьеру в рекордно быстрые сроки. Ежемесячное вознаграждение опытного агрохимика может достигать 30–40 тысяч рублей."
Ветеринария,36.05.01,,
Ветеринарно-санитарная экспертиза,36.03.01,"Выпускники направления работают на предприятиях по переработке мясных и молочных продуктов, в компаниях сельскохозяйственного комплекса, контролирующих органах, независимых экспертных организациях. Курируют санитарную обработку помещений и продукции, проводят заборы биоматериала, исследуют его. Готовят результаты и пишут на их основе экспертные заключения. Совместно с ветеринарными врачами и эпидемиологами выезжают в «опасные» регионы и проводят соответствующую обработку при угрозе распространения инфекционных болезней у животных.","Больше всего вакансий для специалистов по ветеринарной экспертизе на мясоперерабатывающих и молочных заводах. Человек, ограничившийся бакалавриатом, может рассчитывать на позицию санитара или лаборанта с окладом от 15–18 тысяч рублей в месяц. В независимых экспертных организациях доходы выше – от 25 тысяч рублей в месяц. Практики требуются и в фермерских хозяйствах, в этом случае работа иногда бывает сезонной. Соответственно, оплата – сдельная."
Водные биоресурсы и аквакультура,35.03.08,"На данном направлении бакалавриата готовят ихтиологов-рыбоводов, основная задача которых – профилактика и лечение инфекционных, инвазионных и незаразных болезней в рыбном хозяйстве и контроль над состоянием водных биосистем. Ихтиологи наблюдают за экосистемами естественных и искусственных водоемов, отвечают за рациональное использование водных биоресурсов. Изучают акватории и их обитателей. Разрабатывают и внедряют в жизнь методики улучшения качества и увеличения количества выращиваемых объектов аквакультуры.","Ихтиологу нужно быть готовым к возможному переезду – в столице рыбоводство не развито. Большая часть рабочих мест для этих специалистов сконцентрирована на севере и на юге страны, а также на Дальнем Востоке. Специалисты востребованы в рыбоводческих хозяйствах различных уровней, в том числе на небольших частных предприятиях, имеющих туристическую направленность. Заработная плата ихтиолога – от 20 до 40 тысяч в зависимости от опыта и региона."
Зоотехния,36.03.02,"В зависимости от профиля, занимается разведением определенных видов сельскохозяйственных животных, домашних и промысловых животных, птиц, зверей, пчел, рыб. Обеспечивает рациональное содержание и кормление животных, воспроизводство стада, выращивание молодняка. Управляет производством сельсхоз-продукции. Может работать в научно-исследовательских институтах, занимаясь планированием и проведением научных исследований по селекции, кормлению и содержанию животных.","Основные места работы зоотехников сосредоточены за пределами столицы. Сотрудники требуются как в частные звероводческие компании, так и государственные. В разных регионах страны востребованы специалисты по разным видам животных. Например, на Севере нужны зоотехники со специализации по пушным животным, а в Центре – по мясо-молочным. Заработная плата зоотехников колеблется в пределах 15-30 тысяч рублей, в зависимости от региона и уникальности специалиста."
Промышленное рыболовство,35.03.09,"По окончании обучения выпускник приобретает квалификацию инженера. В его компетенцию входит комплексная работа, связанная с рационализацией технических и промысловых процессов рыболовства, эксплуатацией средств и орудий добычи рыбного сырья, соблюдением техники безопасности, позволяющей минимизировать финансовые и ресурсные затраты, сохранять качество улова на высоком уровне и не наносить вред водной экосистеме.","Получить профессию инженера по направлению промышленного рыболовства можно лишь в вузах, расположенных далеко от столицы, — в регионах, где развит данный вид промышленности и существуют природные условия для ее развития. Это Камчатка, Сахалин, Калининград и др. Там же целесообразно искать и место для трудоустройства: в столице найти работу по специальности возможно лишь с большим трудом."
Садоводство,35.03.05,"Специалисты по садоводству владеют технологиями оценки пригодности почв для выращивания различных видов садово-парковых культур. Подбирают виды, породы и сорта деревьев и растений для частных и государственных садов и парков. Производят посадочный материал (выращивают рассаду) для различных культур. Следят за реализацией технологий посадки растений и уходом за ними. Организуют и проводят сбор урожая садовых культур. Занимаются озеленением населенных пунктов, проектируют сады и парки.","Карьерный путь, выбираемый жителями крупных городов, — декоративное садоводство и ландшафтное проектирование. В условиях столицы нужны специалисты в государственные проектные и надзорные организации. Все большую популярность приобретает частное садоводство: жители загородных домов предпочитают заказывать проект сада на приусадебном участке профессионалам. Начинающие садоводы могут работать садовниками и смотрителями, в том числе в частных домах. Средняя заработная плата 20–25 тысяч рублей в месяц."
Технология производства и переработки сельскохозяйственной продукции,35.03.07,"Квалификация выпускников позволяет им организовать и вести фермерское хозяйство по производству любого вида сельскохозяйственной продукции, перерабатывающее или пищевое предприятие, а также предприятие с законченным циклом производства и торговой сетью. В рамках этой задачи технологи занимаются закупкой подсобных материалов и сырья, следят за производственными процессами и соблюдением установленных технологий, проводят переговоры с поставщиками товаров и услуг, контролируют персонал и др.","Фермерские хозяйства, перерабатывающие компании, склады и амбары… Все эти предприятия нуждаются в специалистах. Россия — аграрная страна, поэтому мест для трудоустройства выпускников хватает. Правда, большинство профильных компаний сосредоточено в средней полосе и на юге. Средняя зарплата в отрасли — 20–25 тысяч рублей. Опытные специалисты могут рассчитывать на должности старших технологов, логистов и заведующих производством. В этом случае оклад, как правило, выше"
Атомные станции: проектирование, эксплуатация и инжиниринг,14.05.02,,
Высокотехнологические плазменные и энергетические установки,16.03.02,"Бакалавры в области плазменной техники и технологии занимаются обслуживанием различных энергетических установок: ядерных и термоядерных реакторов, источников энергии на борту летательных аппаратов, преобразователей солнечной энергии в электрическую, электроракетных двигателей и др.. Занимаются расчетами безопасности и оптоэлектроники и энергосберегающих материалов, плазменных медицинских приборов, плазменных лазеров, приборов подавления и генерации излучения.","Ядерная физика и энергетика – одно из исконно российских научных направлений. При этом специалистов выпускается совсем немного. Большинство идут в магистратуру –- российскую или зарубежную, а параллельно участвуют в научных исследованиях и проектах по разработке новых и доработке уже существующих энергетических систем и установок. Востребованы выпускники этого направления в смежных отраслях (например, на производстве медицинской техники). Часто уезжают на работу в заграничные исследовательские центры и университеты."
Специальные системы жизнеобеспечения,16.05.01,,
Специальные электромеханические системы,13.05.02,,
Теплоэнергетика и теплотехника,13.03.01,"Специалисты по теплотехнике и энергетике занимаются организацией рабочих мест, их техническим оснащением, размещением технологического оборудования. Контролируют соблюдение технологической дисциплины, норм расхода топлива и всех видов энергии. Следят за качеством выпускаемой продукции, его соответствием существующим нормам. Участвуют в работах по доводке и освоению технологических процессов готовят документацию по менеджменту качества технологических процессов на производственных участках. Отвечают за экологическую безопасность на производстве","Человечество постоянно ищет новые источники энергии и совершенствует уже известные. Поэтому специалисты по теплоэнергетике и теплотехнике в цене. Недавние выпускники могут работать на электростанциях различных видов, на предприятиях, распределяющих и учитывающих энергию. Требуются энергетики и в непрофильные компании. В этом случае обязанность специалиста — следить за соблюдением норм и эксплуатацией действующих установок. Средняя зарплата рядового специалиста — 30–35 тысяч рублей. Руководители проектов и отделов зарабатывают 50 и более тысяч рублей в месяц"
Технологии разделения изотопов и ядерное топливо,14.05.03,,
Холодильная, криогенная техника и системы жизнеобеспечения,16.03.03,"В зависимости от профиля специалисты занимаются разработкой и практическим применением бытовых, медицинских и экспериментальных холодильных технологий. Специалисты-теоретики работают в научно-исследовательских институтах. Занимаются проблемами сжижения газов, вопросами развития криогенных методов в науке. Изучают свойства веществ и материалов в условиях низких и сверхнизких температур. «Прикладники» трудятся на фабриках и заводах, в экспериментальных лабораториях, медицинских центрах.","Криотехнологии активно используются в медицине. Высококлассные специалисты нужны как в теоретические институты, так и в практические лаборатории. Приветствуются знания из узкоспециализированных областей. Поэтому начинающему криотехнологу есть смысл выбирать направление, в котором он будет специализироваться, как можно раньше. Для успешной карьеры, как в науке, так и в прикладных сферах, желательно продолжать образование в магистратуре и позднее аспирантуре."
Электроэнергетика и электротехника,13.03.02,"В зависимости от выбранного профиля специалисты могут работать на электростанциях различных типов, в энергораспределяющих компаниях, научных организациях. Задача энергетика — контроль за грамотным, функциональным и безопасным распределением энергии. Специалист следит за производством, передачей, распределением, преобразованием и применением электрической энергии. Может участвовать в разработках специальных систем и устройств, реализующих эти процессы.","Выпускники направления могут работать как в специализированных энергетических компаниях, так и на промышленных предприятиях в качестве специалистов по электроэнергии и энергетике. Наиболее вероятная стартовая должность для недавнего студента – специалист по обслуживанию электрических систем. На ней можно зарабатывать 20–35 тысяч рублей, в зависимости от организации и объема работы. Возможный карьерный рост — специалист по энергобезопасности, инженер, руководитель проекта, технический директор."
Энергетическое машиностроение,13.03.03,"Специалисты данного направления занимаются конструированием, проектированием и обслуживанием разнообразных машин, используемых в энергетике. На предприятии могут отвечать за установку, ввод в эксплуатацию и обслуживание энергетических установок. Следят за соблюдением техники безопасности. В условиях научно-исследовательских центров работают над усовершенствованием машин и оборудования, проводят экспериментальные запуски, руководят теоретическими разработками.","Энергетика — одна из самых динамично развивающихся отраслей. Соответственно востребованы и специалисты по специфическому машиностроению. Они могут работать как на заводах и предприятиях, в качестве наладчиков оборудования, техников и инженеров, так и в компаниях, основная деятельность которых связана с эксплуатацией энергетических машин. В этом случае выпускники направления трудятся в качестве ремонтников, техников и т.п. Средняя заработная плата в отрасли — 20–25 тысяч рублей для начинающего спеца, 35–40 — для опытного профессионала."
